"Mach","Pressure","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.4554,8.8533e+05,488.75,1,5.0191,5.0191,0,0
1.4568,8.8235e+05,488.67,1,5.0309,5.0309,0,0
1.4583,8.792e+05,488.59,1,5.0427,5.0427,0,0
1.4597,8.7602e+05,488.51,1,5.0545,5.0545,0,0
1.4612,8.7284e+05,488.43,1,5.0663,5.0663,0,0
1.4626,8.6965e+05,488.34,1,5.078,5.078,0,0
1.4641,8.6647e+05,488.26,1,5.0898,5.0898,0,0
1.4655,8.6329e+05,488.18,1,5.1016,5.1016,0,0
1.467,8.6011e+05,488.1,1,5.1134,5.1134,0,0
1.4684,8.5693e+05,488.01,1,5.1252,5.1252,0,0
1.4699,8.5372e+05,487.93,1,5.137,5.137,0,0
1.4715,8.5049e+05,487.85,1,5.1487,5.1487,0,0
1.4731,8.4725e+05,487.76,1,5.1605,5.1605,0,0
1.4746,8.4402e+05,487.68,1,5.1723,5.1723,0,0
1.4762,8.4079e+05,487.59,1,5.1841,5.1841,0,0
1.4778,8.3755e+05,487.51,1,5.1959,5.1959,0,0
1.4793,8.3432e+05,487.42,1,5.2076,5.2076,0,0
1.4809,8.3108e+05,487.34,1,5.2194,5.2194,0,0
1.4825,8.2785e+05,487.26,1,5.2312,5.2312,0,0
1.4839,8.2501e+05,487.18,1,5.243,5.243,0,0
1.4853,8.2218e+05,487.11,1,5.2548,5.2548,0,0
1.4867,8.1934e+05,487.03,1,5.2666,5.2666,0,0
1.488,8.1651e+05,486.96,1,5.2783,5.2783,0,0
1.4894,8.1367e+05,486.88,1,5.2901,5.2901,0,0
1.4908,8.1084e+05,486.81,1,5.3019,5.3019,0,0
1.4922,8.0801e+05,486.73,1,5.3137,5.3137,0,0
1.4936,8.0517e+05,486.66,1,5.3255,5.3255,0,0
1.4949,8.0236e+05,486.58,1,5.3372,5.3372,0,0
1.4961,7.9956e+05,486.51,1,5.349,5.349,0,0
1.4972,7.9676e+05,486.43,1,5.3608,5.3608,0,0
1.4984,7.9397e+05,486.36,1,5.3726,5.3726,0,0
1.4996,7.9117e+05,486.28,1,5.3844,5.3844,0,0
1.5008,7.8837e+05,486.21,1,5.3962,5.3962,0,0
1.5019,7.8558e+05,486.14,1,5.4079,5.4079,0,0
1.5031,7.8278e+05,486.06,1,5.4197,5.4197,0,0
1.5043,7.8008e+05,485.99,1,5.4315,5.4315,0,0
1.5053,7.78e+05,485.93,1,5.4433,5.4433,0,0
1.5062,7.7591e+05,485.88,1,5.4551,5.4551,0,0
1.5072,7.7383e+05,485.82,1,5.4668,5.4668,0,0
1.5082,7.7175e+05,485.76,1,5.4786,5.4786,0,0
1.5091,7.6966e+05,485.71,1,5.4904,5.4904,0,0
1.5101,7.6758e+05,485.65,1,5.5022,5.5022,0,0
1.5111,7.655e+05,485.6,1,5.514,5.514,0,0
1.5121,7.6342e+05,485.54,1,5.5258,5.5258,0,0
1.513,7.6146e+05,485.49,1,5.5375,5.5375,0,0
1.5139,7.5956e+05,485.44,1,5.5493,5.5493,0,0
1.5149,7.5766e+05,485.38,1,5.5611,5.5611,0,0
1.5158,7.5576e+05,485.33,1,5.5729,5.5729,0,0
1.5167,7.5385e+05,485.28,1,5.5847,5.5847,0,0
1.5176,7.5195e+05,485.23,1,5.5964,5.5964,0,0
1.5186,7.5005e+05,485.18,1,5.6082,5.6082,0,0
1.5195,7.4815e+05,485.13,1,5.62,5.62,0,0
1.5204,7.4621e+05,485.07,1,5.6318,5.6318,0,0
1.5215,7.4416e+05,485.02,1,5.6436,5.6436,0,0
1.5225,7.4212e+05,484.96,1,5.6554,5.6554,0,0
1.5235,7.4007e+05,484.9,1,5.6671,5.6671,0,0
1.5245,7.3803e+05,484.85,1,5.6789,5.6789,0,0
1.5255,7.3598e+05,484.79,1,5.6907,5.6907,0,0
1.5265,7.3394e+05,484.74,1,5.7025,5.7025,0,0
1.5276,7.3189e+05,484.68,1,5.7143,5.7143,0,0
1.5286,7.2985e+05,484.62,1,5.7261,5.7261,0,0
1.5297,7.2782e+05,484.57,1,5.7378,5.7378,0,0
1.5309,7.258e+05,484.51,1,5.7496,5.7496,0,0
1.5321,7.2378e+05,484.46,1,5.7614,5.7614,0,0
1.5332,7.2176e+05,484.4,1,5.7732,5.7732,0,0
1.5344,7.1974e+05,484.34,1,5.785,5.785,0,0
1.5356,7.1771e+05,484.29,1,5.7967,5.7967,0,0
1.5367,7.1569e+05,484.23,1,5.8085,5.8085,0,0
1.5379,7.1367e+05,484.18,1,5.8203,5.8203,0,0
1.539,7.1161e+05,484.12,1,5.8321,5.8321,0,0
1.5399,7.0951e+05,484.06,1,5.8439,5.8439,0,0
1.5408,7.0741e+05,484,1,5.8557,5.8557,0,0
1.5418,7.053e+05,483.94,1,5.8674,5.8674,0,0
1.5427,7.032e+05,483.88,1,5.8792,5.8792,0,0
1.5437,7.011e+05,483.82,1,5.891,5.891,0,0
1.5446,6.99e+05,483.77,1,5.9028,5.9028,0,0
1.5455,6.969e+05,483.71,1,5.9146,5.9146,0,0
1.5465,6.9479e+05,483.65,1,5.9263,5.9263,0,0
1.5478,6.9242e+05,483.58,1,5.9381,5.9381,0,0
1.5491,6.9004e+05,483.51,1,5.9499,5.9499,0,0
1.5504,6.8767e+05,483.45,1,5.9617,5.9617,0,0
1.5518,6.853e+05,483.38,1,5.9735,5.9735,0,0
1.5531,6.8293e+05,483.31,1,5.9853,5.9853,0,0
1.5544,6.8055e+05,483.24,1,5.997,5.997,0,0
1.5557,6.7818e+05,483.18,1,6.0088,6.0088,0,0
1.557,6.7581e+05,483.11,1,6.0206,6.0206,0,0
1.5584,6.7358e+05,483.04,1,6.0324,6.0324,0,0
1.5597,6.7145e+05,482.98,1,6.0442,6.0442,0,0
1.5611,6.6932e+05,482.92,1,6.0559,6.0559,0,0
1.5625,6.672e+05,482.86,1,6.0677,6.0677,0,0
1.5639,6.6507e+05,482.8,1,6.0795,6.0795,0,0
1.5652,6.6294e+05,482.74,1,6.0913,6.0913,0,0
1.5666,6.6081e+05,482.68,1,6.1031,6.1031,0,0
1.568,6.5868e+05,482.62,1,6.1149,6.1149,0,0
1.5693,6.5663e+05,482.56,1,6.1266,6.1266,0,0
1.5703,6.5493e+05,482.51,1,6.1384,6.1384,0,0
1.5714,6.5324e+05,482.46,1,6.1502,6.1502,0,0
1.5725,6.5154e+05,482.41,1,6.162,6.162,0,0
1.5735,6.4985e+05,482.36,1,6.1738,6.1738,0,0
1.5746,6.4815e+05,482.31,1,6.1855,6.1855,0,0
1.5756,6.4646e+05,482.26,1,6.1973,6.1973,0,0
1.5767,6.4476e+05,482.21,1,6.2091,6.2091,0,0
1.5777,6.4307e+05,482.16,1,6.2209,6.2209,0,0
1.5786,6.416e+05,482.12,1,6.2327,6.2327,0,0
1.5795,6.402e+05,482.08,1,6.2445,6.2445,0,0
1.5803,6.388e+05,482.03,1,6.2562,6.2562,0,0
1.5812,6.3741e+05,481.99,1,6.268,6.268,0,0
1.582,6.3601e+05,481.95,1,6.2798,6.2798,0,0
1.5828,6.3461e+05,481.91,1,6.2916,6.2916,0,0
1.5837,6.3322e+05,481.87,1,6.3034,6.3034,0,0
1.5845,6.3182e+05,481.83,1,6.3152,6.3152,0,0
1.5856,6.3025e+05,481.78,1,6.3269,6.3269,0,0
1.5871,6.2831e+05,481.72,1,6.3387,6.3387,0,0
1.5886,6.2638e+05,481.67,1,6.3505,6.3505,0,0
1.5901,6.2444e+05,481.61,1,6.3623,6.3623,0,0
1.5917,6.225e+05,481.55,1,6.3741,6.3741,0,0
1.5932,6.2057e+05,481.49,1,6.3858,6.3858,0,0
1.5947,6.1863e+05,481.43,1,6.3976,6.3976,0,0
1.5962,6.1669e+05,481.38,1,6.4094,6.4094,0,0
1.5977,6.1476e+05,481.32,1,6.4212,6.4212,0,0
1.5987,6.1327e+05,481.27,1,6.433,6.433,0,0
1.5996,6.1184e+05,481.23,1,6.4448,6.4448,0,0
1.6006,6.1041e+05,481.19,1,6.4565,6.4565,0,0
1.6015,6.0898e+05,481.14,1,6.4683,6.4683,0,0
1.6025,6.0755e+05,481.1,1,6.4801,6.4801,0,0
1.6034,6.0612e+05,481.06,1,6.4919,6.4919,0,0
1.6043,6.0469e+05,481.01,1,6.5037,6.5037,0,0
1.6053,6.0326e+05,480.97,1,6.5154,6.5154,0,0
1.6062,6.0188e+05,480.93,1,6.5272,6.5272,0,0
1.607,6.0057e+05,480.89,1,6.539,6.539,0,0
1.6079,5.9925e+05,480.85,1,6.5508,6.5508,0,0
1.6088,5.9794e+05,480.81,1,6.5626,6.5626,0,0
1.6096,5.9662e+05,480.77,1,6.5744,6.5744,0,0
1.6105,5.953e+05,480.73,1,6.5861,6.5861,0,0
1.6113,5.9399e+05,480.69,1,6.5979,6.5979,0,0
1.6122,5.9267e+05,480.65,1,6.6097,6.6097,0,0
1.6131,5.9136e+05,480.61,1,6.6215,6.6215,0,0
1.614,5.9006e+05,480.57,1,6.6333,6.6333,0,0
1.6149,5.8877e+05,480.53,1,6.645,6.645,0,0
1.6158,5.8747e+05,480.49,1,6.6568,6.6568,0,0
1.6167,5.8618e+05,480.45,1,6.6686,6.6686,0,0
1.6176,5.8488e+05,480.41,1,6.6804,6.6804,0,0
1.6185,5.8359e+05,480.37,1,6.6922,6.6922,0,0
1.6194,5.823e+05,480.33,1,6.704,6.704,0,0
1.6203,5.81e+05,480.29,1,6.7157,6.7157,0,0
1.6212,5.7977e+05,480.25,1,6.7275,6.7275,0,0
1.622,5.7858e+05,480.21,1,6.7393,6.7393,0,0
1.6229,5.7739e+05,480.17,1,6.7511,6.7511,0,0
1.6237,5.762e+05,480.14,1,6.7629,6.7629,0,0
1.6246,5.7501e+05,480.1,1,6.7746,6.7746,0,0
1.6254,5.7382e+05,480.06,1,6.7864,6.7864,0,0
1.6263,5.7262e+05,480.03,1,6.7982,6.7982,0,0
1.6271,5.7143e+05,479.99,1,6.81,6.81,0,0
1.628,5.7025e+05,479.95,1,6.8218,6.8218,0,0
1.6287,5.6908e+05,479.91,1,6.8336,6.8336,0,0
1.6295,5.6791e+05,479.88,1,6.8453,6.8453,0,0
1.6303,5.6674e+05,479.84,1,6.8571,6.8571,0,0
1.6311,5.6558e+05,479.8,1,6.8689,6.8689,0,0
1.6318,5.6441e+05,479.77,1,6.8807,6.8807,0,0
1.6326,5.6324e+05,479.73,1,6.8925,6.8925,0,0
1.6334,5.6208e+05,479.69,1,6.9043,6.9043,0,0
1.6342,5.6091e+05,479.66,1,6.916,6.916,0,0
1.6351,5.5972e+05,479.62,1,6.9278,6.9278,0,0
1.6361,5.5854e+05,479.58,1,6.9396,6.9396,0,0
1.6371,5.5735e+05,479.54,1,6.9514,6.9514,0,0
1.6382,5.5616e+05,479.5,1,6.9632,6.9632,0,0
1.6392,5.5497e+05,479.47,1,6.9749,6.9749,0,0
1.6402,5.5378e+05,479.43,1,6.9867,6.9867,0,0
1.6412,5.5259e+05,479.39,1,6.9985,6.9985,0,0
1.6422,5.514e+05,479.35,1,7.0103,7.0103,0,0
1.6431,5.5032e+05,479.32,1,7.0221,7.0221,0,0
1.6439,5.4942e+05,479.29,1,7.0339,7.0339,0,0
1.6446,5.4852e+05,479.26,1,7.0456,7.0456,0,0
1.6453,5.4762e+05,479.23,1,7.0574,7.0574,0,0
1.6461,5.4672e+05,479.2,1,7.0692,7.0692,0,0
1.6468,5.4582e+05,479.17,1,7.081,7.081,0,0
1.6475,5.4492e+05,479.14,1,7.0928,7.0928,0,0
1.6483,5.4402e+05,479.12,1,7.1045,7.1045,0,0
1.649,5.4312e+05,479.09,1,7.1163,7.1163,0,0
1.6497,5.4216e+05,479.05,1,7.1281,7.1281,0,0
1.6504,5.412e+05,479.02,1,7.1399,7.1399,0,0
1.6511,5.4024e+05,478.99,1,7.1517,7.1517,0,0
1.6519,5.3928e+05,478.96,1,7.1635,7.1635,0,0
1.6526,5.3832e+05,478.93,1,7.1752,7.1752,0,0
1.6533,5.3736e+05,478.9,1,7.187,7.187,0,0
1.654,5.364e+05,478.87,1,7.1988,7.1988,0,0
1.6547,5.3544e+05,478.84,1,7.2106,7.2106,0,0
1.6554,5.3454e+05,478.81,1,7.2224,7.2224,0,0
1.656,5.3371e+05,478.78,1,7.2341,7.2341,0,0
1.6567,5.3288e+05,478.75,1,7.2459,7.2459,0,0
1.6573,5.3204e+05,478.73,1,7.2577,7.2577,0,0
1.658,5.3121e+05,478.7,1,7.2695,7.2695,0,0
1.6586,5.3037e+05,478.67,1,7.2813,7.2813,0,0
1.6593,5.2954e+05,478.64,1,7.2931,7.2931,0,0
1.6599,5.287e+05,478.62,1,7.3048,7.3048,0,0
1.6606,5.2789e+05,478.59,1,7.3166,7.3166,0,0
1.661,5.2723e+05,478.57,1,7.3284,7.3284,0,0
1.6615,5.2658e+05,478.55,1,7.3402,7.3402,0,0
1.6619,5.2593e+05,478.52,1,7.352,7.352,0,0
1.6624,5.2528e+05,478.5,1,7.3637,7.3637,0,0
1.6628,5.2462e+05,478.48,1,7.3755,7.3755,0,0
1.6633,5.2397e+05,478.46,1,7.3873,7.3873,0,0
1.6638,5.2332e+05,478.44,1,7.3991,7.3991,0,0
1.6642,5.2267e+05,478.42,1,7.4109,7.4109,0,0
1.6647,5.2197e+05,478.39,1,7.4227,7.4227,0,0
1.6652,5.2125e+05,478.37,1,7.4344,7.4344,0,0
1.6657,5.2053e+05,478.35,1,7.4462,7.4462,0,0
1.6663,5.1981e+05,478.32,1,7.458,7.458,0,0
1.6668,5.1909e+05,478.3,1,7.4698,7.4698,0,0
1.6673,5.1837e+05,478.27,1,7.4816,7.4816,0,0
1.6678,5.1765e+05,478.25,1,7.4934,7.4934,0,0
1.6683,5.1694e+05,478.23,1,7.5051,7.5051,0,0
1.6689,5.1622e+05,478.2,1,7.5169,7.5169,0,0
1.6695,5.1553e+05,478.18,1,7.5287,7.5287,0,0
1.6701,5.1483e+05,478.15,1,7.5405,7.5405,0,0
1.6706,5.1414e+05,478.13,1,7.5523,7.5523,0,0
1.6712,5.1344e+05,478.11,1,7.564,7.564,0,0
1.6718,5.1274e+05,478.08,1,7.5758,7.5758,0,0
1.6724,5.1205e+05,478.06,1,7.5876,7.5876,0,0
1.673,5.1135e+05,478.04,1,7.5994,7.5994,0,0
1.6736,5.1066e+05,478.01,1,7.6112,7.6112,0,0
1.674,5.1013e+05,478,1,7.623,7.623,0,0
1.6743,5.0963e+05,477.98,1,7.6347,7.6347,0,0
1.6747,5.0914e+05,477.96,1,7.6465,7.6465,0,0
1.675,5.0865e+05,477.95,1,7.6583,7.6583,0,0
1.6753,5.0815e+05,477.93,1,7.6701,7.6701,0,0
1.6757,5.0766e+05,477.91,1,7.6819,7.6819,0,0
1.676,5.0717e+05,477.9,1,7.6936,7.6936,0,0
1.6764,5.0667e+05,477.88,1,7.7054,7.7054,0,0
1.6767,5.062e+05,477.86,1,7.7172,7.7172,0,0
1.6771,5.0575e+05,477.85,1,7.729,7.729,0,0
1.6775,5.0531e+05,477.83,1,7.7408,7.7408,0,0
1.6779,5.0486e+05,477.82,1,7.7526,7.7526,0,0
1.6783,5.0441e+05,477.8,1,7.7643,7.7643,0,0
1.6787,5.0397e+05,477.79,1,7.7761,7.7761,0,0
1.6791,5.0352e+05,477.77,1,7.7879,7.7879,0,0
1.6795,5.0308e+05,477.76,1,7.7997,7.7997,0,0
1.6799,5.0263e+05,477.74,1,7.8115,7.8115,0,0
1.6802,5.0229e+05,477.73,1,7.8232,7.8232,0,0
1.6805,5.0196e+05,477.72,1,7.835,7.835,0,0
1.6808,5.0163e+05,477.71,1,7.8468,7.8468,0,0
1.6811,5.0129e+05,477.7,1,7.8586,7.8586,0,0
1.6814,5.0096e+05,477.69,1,7.8704,7.8704,0,0
1.6817,5.0063e+05,477.67,1,7.8822,7.8822,0,0
1.6819,5.003e+05,477.66,1,7.8939,7.8939,0,0
1.6822,4.9996e+05,477.65,1,7.9057,7.9057,0,0
1.6825,4.9962e+05,477.64,1,7.9175,7.9175,0,0
1.6828,4.9926e+05,477.63,1,7.9293,7.9293,0,0
1.6831,4.9891e+05,477.62,1,7.9411,7.9411,0,0
1.6834,4.9855e+05,477.6,1,7.9528,7.9528,0,0
1.6837,4.9819e+05,477.59,1,7.9646,7.9646,0,0
1.684,4.9783e+05,477.58,1,7.9764,7.9764,0,0
1.6843,4.9748e+05,477.57,1,7.9882,7.9882,0,0
1.6846,4.9712e+05,477.55,1,8,8,0,0
1.6849,4.9677e+05,477.54,1,8.0118,8.0118,0,0
1.6851,4.9645e+05,477.53,1,8.0235,8.0235,0,0
1.6853,4.9613e+05,477.52,1,8.0353,8.0353,0,0
1.6856,4.9582e+05,477.51,1,8.0471,8.0471,0,0
1.6858,4.955e+05,477.5,1,8.0589,8.0589,0,0
1.686,4.9518e+05,477.49,1,8.0707,8.0707,0,0
1.6862,4.9487e+05,477.48,1,8.0825,8.0825,0,0
1.6864,4.9455e+05,477.47,1,8.0942,8.0942,0,0
1.6866,4.9423e+05,477.46,1,8.106,8.106,0,0
1.6868,4.9392e+05,477.44,1,8.1178,8.1178,0,0
1.6871,4.936e+05,477.43,1,8.1296,8.1296,0,0
1.6874,4.9329e+05,477.42,1,8.1414,8.1414,0,0
1.6876,4.9298e+05,477.41,1,8.1531,8.1531,0,0
1.6879,4.9266e+05,477.4,1,8.1649,8.1649,0,0
1.6881,4.9235e+05,477.39,1,8.1767,8.1767,0,0
1.6884,4.9204e+05,477.38,1,8.1885,8.1885,0,0
1.6887,4.9172e+05,477.37,1,8.2003,8.2003,0,0
1.6889,4.9143e+05,477.36,1,8.2121,8.2121,0,0
1.6891,4.9122e+05,477.35,1,8.2238,8.2238,0,0
1.6893,4.91e+05,477.34,1,8.2356,8.2356,0,0
1.6894,4.9079e+05,477.34,1,8.2474,8.2474,0,0
1.6896,4.9057e+05,477.33,1,8.2592,8.2592,0,0
1.6898,4.9035e+05,477.32,1,8.271,8.271,0,0
1.69,4.9014e+05,477.31,1,8.2827,8.2827,0,0
1.6901,4.8992e+05,477.31,1,8.2945,8.2945,0,0
1.6903,4.8971e+05,477.3,1,8.3063,8.3063,0,0
1.6905,4.895e+05,477.29,1,8.3181,8.3181,0,0
1.6907,4.8929e+05,477.29,1,8.3299,8.3299,0,0
1.691,4.8908e+05,477.28,1,8.3417,8.3417,0,0
1.6912,4.8887e+05,477.27,1,8.3534,8.3534,0,0
1.6914,4.8866e+05,477.26,1,8.3652,8.3652,0,0
1.6916,4.8846e+05,477.26,1,8.377,8.377,0,0
1.6919,4.8825e+05,477.25,1,8.3888,8.3888,0,0
1.6921,4.8804e+05,477.24,1,8.4006,8.4006,0,0
1.6923,4.8785e+05,477.24,1,8.4123,8.4123,0,0
1.6925,4.8768e+05,477.23,1,8.4241,8.4241,0,0
1.6926,4.8752e+05,477.22,1,8.4359,8.4359,0,0
1.6928,4.8735e+05,477.22,1,8.4477,8.4477,0,0
1.693,4.8718e+05,477.21,1,8.4595,8.4595,0,0
1.6932,4.8702e+05,477.21,1,8.4713,8.4713,0,0
1.6934,4.8685e+05,477.2,1,8.483,8.483,0,0
1.6935,4.8669e+05,477.19,1,8.4948,8.4948,0,0
1.6937,4.8652e+05,477.19,1,8.5066,8.5066,0,0
1.6938,4.8639e+05,477.18,1,8.5184,8.5184,0,0
1.6939,4.8626e+05,477.18,1,8.5302,8.5302,0,0
1.694,4.8614e+05,477.18,1,8.5419,8.5419,0,0
1.6941,4.8601e+05,477.17,1,8.5537,8.5537,0,0
1.6942,4.8588e+05,477.17,1,8.5655,8.5655,0,0
1.6943,4.8576e+05,477.16,1,8.5773,8.5773,0,0
1.6944,4.8563e+05,477.16,1,8.5891,8.5891,0,0
1.6945,4.855e+05,477.15,1,8.6009,8.6009,0,0
1.6946,4.8538e+05,477.15,1,8.6126,8.6126,0,0
1.6947,4.8528e+05,477.15,1,8.6244,8.6244,0,0
1.6948,4.8517e+05,477.14,1,8.6362,8.6362,0,0
1.6949,4.8506e+05,477.14,1,8.648,8.648,0,0
1.695,4.8495e+05,477.13,1,8.6598,8.6598,0,0
1.6951,4.8484e+05,477.13,1,8.6716,8.6716,0,0
1.6952,4.8473e+05,477.13,1,8.6833,8.6833,0,0
1.6953,4.8462e+05,477.12,1,8.6951,8.6951,0,0
1.6954,4.8451e+05,477.12,1,8.7069,8.7069,0,0
1.6955,4.8441e+05,477.12,1,8.7187,8.7187,0,0
1.6957,4.843e+05,477.11,1,8.7305,8.7305,0,0
1.6958,4.842e+05,477.11,1,8.7422,8.7422,0,0
1.6959,4.841e+05,477.1,1,8.754,8.754,0,0
1.696,4.8399e+05,477.1,1,8.7658,8.7658,0,0
1.6961,4.8389e+05,477.1,1,8.7776,8.7776,0,0
1.6962,4.8378e+05,477.09,1,8.7894,8.7894,0,0
1.6963,4.8368e+05,477.09,1,8.8012,8.8012,0,0
1.6964,4.836e+05,477.09,1,8.8129,8.8129,0,0
1.6965,4.8353e+05,477.09,1,8.8247,8.8247,0,0
1.6966,4.8346e+05,477.08,1,8.8365,8.8365,0,0
1.6966,4.8339e+05,477.08,1,8.8483,8.8483,0,0
1.6967,4.8333e+05,477.08,1,8.8601,8.8601,0,0
1.6968,4.8326e+05,477.08,1,8.8718,8.8718,0,0
1.6969,4.8319e+05,477.07,1,8.8836,8.8836,0,0
1.6969,4.8312e+05,477.07,1,8.8954,8.8954,0,0
1.697,4.8306e+05,477.07,1,8.9072,8.9072,0,0
1.6971,4.8301e+05,477.07,1,8.919,8.919,0,0
1.6971,4.8297e+05,477.07,1,8.9308,8.9308,0,0
1.6972,4.8292e+05,477.06,1,8.9425,8.9425,0,0
1.6972,4.8287e+05,477.06,1,8.9543,8.9543,0,0
1.6973,4.8282e+05,477.06,1,8.9661,8.9661,0,0
1.6973,4.8278e+05,477.06,1,8.9779,8.9779,0,0
1.6974,4.8273e+05,477.06,1,8.9897,8.9897,0,0
1.6974,4.8268e+05,477.06,1,9.0014,9.0014,0,0
1.6975,4.8265e+05,477.05,1,9.0132,9.0132,0,0
1.6975,4.8261e+05,477.05,1,9.025,9.025,0,0
1.6975,4.8258e+05,477.05,1,9.0368,9.0368,0,0
1.6976,4.8255e+05,477.05,1,9.0486,9.0486,0,0
1.6976,4.8251e+05,477.05,1,9.0604,9.0604,0,0
1.6976,4.8248e+05,477.05,1,9.0721,9.0721,0,0
1.6977,4.8244e+05,477.05,1,9.0839,9.0839,0,0
1.6977,4.8241e+05,477.05,1,9.0957,9.0957,0,0
1.6977,4.8238e+05,477.05,1,9.1075,9.1075,0,0
1.6978,4.8236e+05,477.04,1,9.1193,9.1193,0,0
1.6978,4.8233e+05,477.04,1,9.1311,9.1311,0,0
1.6978,4.8231e+05,477.04,1,9.1428,9.1428,0,0
1.6979,4.8228e+05,477.04,1,9.1546,9.1546,0,0
1.6979,4.8226e+05,477.04,1,9.1664,9.1664,0,0
1.6979,4.8224e+05,477.04,1,9.1782,9.1782,0,0
1.698,4.8221e+05,477.04,1,9.19,9.19,0,0
1.698,4.8219e+05,477.04,1,9.2017,9.2017,0,0
1.698,4.8218e+05,477.04,1,9.2135,9.2135,0,0
1.698,4.8218e+05,477.04,1,9.2253,9.2253,0,0
1.6981,4.8217e+05,477.04,1,9.2371,9.2371,0,0
1.6981,4.8217e+05,477.04,1,9.2489,9.2489,0,0
1.6981,4.8216e+05,477.04,1,9.2607,9.2607,0,0
1.6981,4.8216e+05,477.04,1,9.2724,9.2724,0,0
1.6981,4.8215e+05,477.04,1,9.2842,9.2842,0,0
1.6981,4.8215e+05,477.04,1,9.296,9.296,0,0
1.6981,4.8214e+05,477.04,1,9.3078,9.3078,0,0
1.6982,4.8214e+05,477.04,1,9.3196,9.3196,0,0
1.6982,4.8214e+05,477.04,1,9.3313,9.3313,0,0
1.6982,4.8214e+05,477.04,1,9.3431,9.3431,0,0
1.6982,4.8214e+05,477.04,1,9.3549,9.3549,0,0
1.6982,4.8214e+05,477.04,1,9.3667,9.3667,0,0
1.6982,4.8214e+05,477.04,1,9.3785,9.3785,0,0
1.6982,4.8214e+05,477.04,1,9.3903,9.3903,0,0
1.6982,4.8214e+05,477.04,1,9.402,9.402,0,0
1.6982,4.8215e+05,477.04,1,9.4138,9.4138,0,0
1.6982,4.8216e+05,477.04,1,9.4256,9.4256,0,0
1.6982,4.8216e+05,477.04,1,9.4374,9.4374,0,0
1.6982,4.8217e+05,477.04,1,9.4492,9.4492,0,0
1.6982,4.8217e+05,477.04,1,9.4609,9.4609,0,0
1.6982,4.8218e+05,477.04,1,9.4727,9.4727,0,0
1.6982,4.8218e+05,477.04,1,9.4845,9.4845,0,0
1.6982,4.8219e+05,477.04,1,9.4963,9.4963,0,0
1.6982,4.822e+05,477.04,1,9.5081,9.5081,0,0
1.6982,4.8221e+05,477.04,1,9.5199,9.5199,0,0
1.6982,4.8222e+05,477.04,1,9.5316,9.5316,0,0
1.6982,4.8222e+05,477.04,1,9.5434,9.5434,0,0
1.6982,4.8223e+05,477.04,1,9.5552,9.5552,0,0
1.6982,4.8224e+05,477.04,1,9.567,9.567,0,0
1.6982,4.8225e+05,477.04,1,9.5788,9.5788,0,0
1.6982,4.8226e+05,477.04,1,9.5905,9.5905,0,0
1.6982,4.8227e+05,477.04,1,9.6023,9.6023,0,0
1.6982,4.8228e+05,477.04,1,9.6141,9.6141,0,0
1.6982,4.8228e+05,477.04,1,9.6259,9.6259,0,0
1.6982,4.8229e+05,477.04,1,9.6377,9.6377,0,0
1.6982,4.823e+05,477.04,1,9.6495,9.6495,0,0
1.6982,4.8231e+05,477.04,1,9.6612,9.6612,0,0
1.6982,4.8232e+05,477.04,1,9.673,9.673,0,0
1.6982,4.8232e+05,477.04,1,9.6848,9.6848,0,0
1.6982,4.8233e+05,477.04,1,9.6966,9.6966,0,0
1.6982,4.8234e+05,477.04,1,9.7084,9.7084,0,0
1.6982,4.8234e+05,477.04,1,9.7201,9.7201,0,0
1.6982,4.8234e+05,477.04,1,9.7319,9.7319,0,0
1.6982,4.8235e+05,477.04,1,9.7437,9.7437,0,0
1.6982,4.8235e+05,477.04,1,9.7555,9.7555,0,0
1.6982,4.8236e+05,477.04,1,9.7673,9.7673,0,0
1.6982,4.8236e+05,477.05,1,9.7791,9.7791,0,0
1.6982,4.8236e+05,477.05,1,9.7908,9.7908,0,0
1.6982,4.8237e+05,477.05,1,9.8026,9.8026,0,0
1.6982,4.8237e+05,477.05,1,9.8144,9.8144,0,0
1.6982,4.8237e+05,477.05,1,9.8262,9.8262,0,0
1.6982,4.8237e+05,477.05,1,9.838,9.838,0,0
1.6982,4.8237e+05,477.05,1,9.8498,9.8498,0,0
1.6982,4.8237e+05,477.05,1,9.8615,9.8615,0,0
1.6982,4.8237e+05,477.05,1,9.8733,9.8733,0,0
1.6982,4.8238e+05,477.05,1,9.8851,9.8851,0,0
1.6982,4.8238e+05,477.05,1,9.8969,9.8969,0,0
1.6982,4.8237e+05,477.05,1,9.9087,9.9087,0,0
1.6983,4.8237e+05,477.05,1,9.9204,9.9204,0,0
1.6983,4.8237e+05,477.05,1,9.9322,9.9322,0,0
1.6983,4.8237e+05,477.05,1,9.944,9.944,0,0
1.6983,4.8237e+05,477.05,1,9.9558,9.9558,0,0
1.6983,4.8236e+05,477.05,1,9.9676,9.9676,0,0
1.6983,4.8236e+05,477.05,1,9.9794,9.9794,0,0
1.6983,4.8236e+05,477.05,1,9.9911,9.9911,0,0
1.6983,4.8236e+05,477.05,1,10.003,10.003,0,0
1.6983,4.8235e+05,477.04,1,10.015,10.015,0,0
1.6983,4.8235e+05,477.04,1,10.026,10.026,0,0
1.6983,4.8234e+05,477.04,1,10.038,10.038,0,0
